CRASH_ID
14906387
14860490
14848300
14851818
14857005
14909057
14882267
14889651
14872926
14859488
14888452
14854567
14851954
14857716
14852533
14894536
14897778
14903117
14920297
14883240
14855362
14952162
14948151
14925518
14938410
14928407
14973820
14963587
14967376
14932526
15240791
14932694
14920835
14952803
14963416
14925505
14972264
14979903
14937631
14930671
14935975
15022491
14966253
14961327
14960717
14948114
14970438
15000073
15028089
15070158
15072267
15040954
15053449
15005473
15149843
15044429
15043627
15052787
15009241
15035007
15010732
15014078
15042067
15035132
15023748
15085548
15126144
15095239
15124289
15131742
15107690
15107598
15131538
15114521
15072226
15096533
15131091
15109549
15124249
15085115
15111312
15120443
15081189
15196234
15148452
15183386
15187805
15156395
15199245
15217990
15194422
15158717
15204417
15431823
15208571
15179344
15186745
15214486
15181539
15200175
15170778
15191566
15573505
15240352
15159136
15189783
15254715
15291212
15300594
15243364
15394569
15273396
15264353
15238855
15230798
15231100
15238123
15279375
15303393
15225426
15238743
15228484
15225684
15308901
15293480
15226469
15267141
15285780
15231131
15250924
15232747
15236564
15231664
15267097
15246994
15322615
15329279
15325224
15344516
15350667
15431440
15414552
15415308
15355246
15429998
15427361
15354886
15374648
15379024
15478762
15429998
15330330
15355385
15329489
15334831
15317119
15440172
15401589
15493652
15363105
15392723
15441549
15339766
15519393
15442871
15347500
15379024
15449001
15480638
15457046
15462179
15395118
15316409
15738225
15658219
15503748
15495712
15515080
15506999
15511556
15581546
15502739
